maxTime,moves,ProfundidadIterativa2time,ProfundidadlenSolution,AscensoColinaSimple1lenClosed,ProfundidadIterativa2lenOpened,ProfundidadLimitadatime,BidireccionallenOpened,AscensoColinaSimple1time,Bidireccionaltime,ProfundidadIterativa2lenClosed,AscensoColinaMaximaPendiente1time,ProfundidadlenClosed,ProfundidadIterativalenOpened,AscensoColinaMaximaPendiente1lenSolution,ProfundidadlenOpened,ProfundidadIterativatime,AscensoColinaSimple1lenOpened,ProfundidadIterativa2lenSolution,Anchuratime,AscensoColinaSimple1lenSolution,ProfundidadIterativalenSolution,Profundidadtime,AnchuralenClosed,ProfundidadLimitadalenClosed,AnchuralenSolution,BidireccionallenClosed,AscensoColinaMaximaPendiente1lenClosed,ProfundidadLimitadalenSolution,AscensoColinaMaximaPendiente1lenOpened,ProfundidadLimitadalenOpened,BidireccionallenSolution,ProfundidadIterativalenClosed,AnchuralenOpened,Voraz1lenClosed,AStar1time,AscensoColinaMaximaPendiente2time,AscensoColinaSimple2lenSolution,Voraz2lenSolution,AStar2time,Voraz1time,AscensoColinaMaximaPendiente2lenSolution,AscensoColinaSimple2lenClosed,AStar1lenClosed,AStar2lenOpened,AscensoColinaSimple2time,Voraz2time,AStar2lenSolution,Voraz1lenSolution,AStar1lenOpened,Voraz2lenOpened,AscensoColinaSimple2lenOpened,Voraz1lenOpened,AStar1lenSolution,AStar2lenClosed,AscensoColinaMaximaPendiente2lenClosed,Voraz2lenClosed,AscensoColinaMaximaPendiente2lenOpened,AscensoColinaMaximaPendiente3lenClosed,AscensoColinaSimple3lenClosed,AStar3lenOpened,Voraz3lenOpened,AStar3time,AscensoColinaMaximaPendiente3lenOpened,AscensoColinaSimple3lenSolution,Voraz3lenClosed,AStar3lenSolution,AscensoColinaSimple3time,AscensoColinaMaximaPendiente3time,AStar3lenClosed,Voraz3time,Voraz3lenSolution,AscensoColinaMaximaPendiente3lenSolution,AscensoColinaSimple3lenOpened,VorazBidireccional1lenClosed,VorazBidireccional2lenSolution,VorazBidireccional2time,VorazBidireccional2lenOpened,VorazBidireccional1lenOpened,VorazBidireccional2lenClosed,VorazBidireccional3lenSolution,VorazBidireccional3lenOpened,VorazBidireccional3lenClosed,VorazBidireccional3time,VorazBidireccional1time,VorazBidireccional1lenSolution,IDAStar2lenClosed,IDAStar2time,AStar2maxMemory,Voraz3maxMemory,ProfundidadIterativa2maxMemory,AStar1maxMemory,AnchuramaxMemory,ProfundidadIterativamaxMemory,AscensoColinaSimple1maxMemory,AscensoColinaMaximaPendiente3maxMemory,Voraz2maxMemory,AscensoColinaMaximaPendiente1maxMemory,AscensoColinaMaximaPendiente2maxMemory,AscensoColinaSimple3maxMemory,IDAStar2lenOpened,IDAStar2maxMemory,IDAStar2lenSolution,ProfundidadLimitadamaxMemory,VorazBidireccional1maxMemory,VorazBidireccional3maxMemory,BidireccionalmaxMemory,ProfundidadmaxMemory,AscensoColinaSimple2maxMemory,AStar3maxMemory,Voraz1maxMemory,VorazBidireccional2maxMemory,IDAStar3lenClosed,IDAStar1maxMemory,IDAStar1lenSolution,IDAStar1time,IDAStar3time,IDAStar1lenOpened,IDAStar1lenClosed,IDAStar3lenSolution,IDAStar3maxMemory,IDAStar3lenOpened,ProfundidadIterativaEBF,AnchuraEBF,AscensoColinaMaximaPendiente1EBF,Voraz1EBF,Voraz2EBF,AStar1EBF,VorazBidireccional1EBF,IDAStar3EBF,ProfundidadEBF,IDAStar2EBF,ProfundidadIterativa2EBF,AscensoColinaSimple3EBF,AStar2EBF,Voraz3EBF,AscensoColinaSimple2EBF,BidireccionalEBF,ProfundidadLimitadaEBF,AStar3EBF,VorazBidireccional2EBF,IDAStar1EBF,AscensoColinaMaximaPendiente3EBF,VorazBidireccional3EBF,AscensoColinaSimple1EBF,AscensoColinaMaximaPendiente2EBF
80,"[2, 5, 2, 3, 1, 4, 0, 1]",80.00050187110901,inf,1,193861,80.00107979774475,9774,0.007358074188232422,80.50851130485535,19431,0.006943225860595703,19617,198717,inf,189390,80.00031733512878,43,inf,84.81806635856628,inf,inf,85.77892065048218,20423,17730,inf,1166,3,inf,33,176910,inf,19913,171016,5197,80.39699339866638,0.004532337188720703,inf,inf,0.6873986721038818,81.68078970909119,inf,1,722,623,0.0045166015625,81.74415898323059,8,inf,6305,50045,19,49742,inf,68,2,5226,22,3,1,6199,49314,80.23995685577393,33,inf,5189,inf,0.005666017532348633,0.012653350830078125,715,81.66696405410767,inf,inf,13,1076,inf,80.49277114868164,9479,10223,992,inf,10129,1072,80.57265830039978,80.4149866104126,inf,36,0.11691093444824219,5505640,443958284,54168,56051216,1552841116,54168,46104,31016,450229432,46424,23264,31320,452,69384,8,222272,92163456,91369648,88821132,1694627764,23264,55144264,447539324,85627052,62392,53200,inf,80.00018095970154,80.00016188621521,740181,67282,inf,45672,686394,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.9869063537678495,inf,inf,2.087395836896389,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
60,"[8, 4, 9, 5, 8, 0]",60.00033783912659,inf,1,156990,60.00115394592285,1230,0.013632535934448242,1.4242560863494873,15732,0.005796670913696289,15861,159228,inf,153139,60.00041222572327,44,inf,64.67487382888794,inf,inf,64.28849220275879,16309,14826,inf,146,3,inf,33,147961,6,15955,136577,4666,9.777276277542114,0.013370990753173828,inf,6,0.05354905128479004,61.33398127555847,inf,1,279,90,0.014648675918579102,0.02726459503173828,6,inf,2477,61,40,44723,6,10,3,7,33,5,1,5823,44660,60.22950315475464,55,inf,4695,inf,0.005406618118286133,0.017132997512817383,668,61.3195686340332,inf,inf,23,1000,6,0.06928420066833496,59,9521,6,inf,9351,998,60.47343444824219,60.44049096107483,inf,0,0.013628721237182617,790944,402261148,54168,21975760,1237591140,46508,61696,61440,547476,54352,54352,62328,42,54312,6,222384,85871436,84465456,11240736,1371814964,53992,51763000,402536612,534992,50785,53200,6,3.5378663539886475,60.00020909309387,32455,2944,inf,45672,558715,inf,inf,inf,inf,1.762621016868935,3.543130179012961,inf,inf,inf,1.5912479420442367,inf,inf,1.9069236854209073,inf,inf,3.127832188702795,inf,inf,1.7461774767668874,5.543270028503769,inf,inf,inf,inf
80,"[9, 11, 8, 10, 0, 3, 1, 0]",80.00042748451233,inf,1,186402,80.00141549110413,9716,0.009017229080200195,80.43535423278809,18682,0.010858297348022461,19647,197740,inf,189679,80.00045228004456,23,inf,84.91489481925964,inf,inf,85.7694354057312,20418,18460,inf,1160,5,inf,55,184205,inf,19816,170979,5244,80.27153301239014,0.010766267776489258,inf,inf,5.836836099624634,81.69421458244324,inf,1,719,2012,0.007054567337036133,81.74854183197021,8,inf,6251,49044,29,50344,inf,217,2,5181,22,2,1,6211,49165,80.21644997596741,22,inf,5153,inf,0.009014368057250977,0.005150318145751953,715,81.68731236457825,inf,inf,24,1030,inf,80.44303584098816,9469,9828,1006,inf,10121,1060,80.5874400138855,80.52696061134338,inf,148,0.40853285789489746,17778016,442467852,54168,55590232,1552487168,54168,46696,39168,441708088,85464,38952,38888,1681,69384,8,222272,88592004,91208296,88313744,1697198848,38672,55240344,452796848,85660116,64280,53200,inf,80.00017881393433,80.0001335144043,692369,62934,inf,45672,707145,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.389862591321736,inf,inf,2.455497429369049,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
80,"[5, 6, 2, 1, 11, 10, 6, 4]",80.00064325332642,inf,1,109777,80.00103974342346,9702,0.0072023868560791016,80.50310730934143,11000,0.007604837417602539,19622,198298,inf,189439,80.00072956085205,16,inf,84.81410002708435,inf,inf,85.77279233932495,20416,16448,inf,1158,2,inf,22,164123,inf,19872,170960,5158,80.33635139465332,0.01165628433227539,inf,inf,80.2570104598999,81.69862842559814,inf,1,707,6277,0.006342887878417969,81.72186493873596,inf,inf,6184,48630,23,49311,inf,701,3,5191,33,2,1,4809,49380,80.24156832695007,22,inf,5179,inf,0.0038170814514160156,0.004492282867431641,546,81.68026661872864,inf,inf,16,1070,inf,80.35387444496155,9560,10170,1000,inf,10123,1064,80.50454115867615,80.4023289680481,inf,2681,7.0153648853302,55653416,444461292,54168,54969712,1552317852,54168,31232,31264,438435032,31264,46696,31232,29553,69416,8,222216,91685948,91256248,88184448,1695054944,46680,42710744,443682884,86349328,64540,53200,inf,80.00018310546875,80.00017094612122,737752,67061,inf,45672,710032,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.510243739844222,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
90,"[1, 0, 9, 3, 0, 2, 8, 6, 11]",1.0532255172729492,inf,1,2582,90.00110650062561,51,0.010153770446777344,0.05867815017700195,257,0.0050160884857177734,26366,368,inf,254553,0.19321107864379883,28,3,0.13465332984924316,inf,3,96.98078441619873,33,24724,3,5,2,inf,22,246705,3,35,274,4,0.027442455291748047,0.005156755447387695,inf,3,0.027111530303955078,0.01583719253540039,inf,1,5,39,0.007355451583862305,0.01586771011352539,3,3,39,30,17,30,3,5,2,4,22,3,1,321,30,0.24080872535705566,33,inf,4,3,0.009158849716186523,0.006204843521118164,37,0.015471935272216797,3,inf,27,3,3,0.04701590538024902,32,32,3,3,32,3,0.03952741622924805,0.022421598434448242,3,0,0.0068743228912353516,352288,278908,38816,352064,2513260,31156,38736,38728,279188,38928,31256,38720,18,31808,3,222216,287668,287668,457320,2274654400,31192,2849416,278908,291072,295,30552,3,0.018106460571289062,0.3752479553222656,64,4,3,30616,3280,7.0184721410926665,6.374265726775413,inf,2.813488950823196,2.813488950823196,3.1137950940093537,2.846080416586016,14.941705208351916,inf,2.1649965384583947,13.809474917870528,inf,3.1137950940093537,2.813488950823196,inf,3.417247251213437,inf,6.731036727228603,2.846080416586016,3.678806848757135,inf,2.846080416586016,inf,inf
70,"[5, 6, 3, 10, 11, 1, 8]",70.00022459030151,inf,1,174442,70.00122714042664,5221,0.010323286056518555,22.768357276916504,17481,0.004370927810668945,17758,173795,inf,171443,70.0003502368927,30,inf,74.38504934310913,inf,inf,74.82221579551697,18263,15788,inf,622,2,inf,22,157551,7,17413,152935,4825,70.33288931846619,0.010282039642333984,inf,31,0.7556073665618896,71.57063460350037,inf,1,684,654,0.0055429935455322266,41.73017191886902,7,inf,5997,34069,29,46159,inf,71,2,3644,22,2,1,5867,46105,70.17183566093445,22,inf,4847,inf,0.005017518997192383,0.008765220642089844,671,71.5688304901123,inf,inf,21,1026,inf,70.57039380073547,8928,9732,948,inf,9623,1014,70.45169758796692,70.560875415802,inf,68,0.13668322563171387,5776672,415195856,54168,53292024,1389522812,46508,38648,39048,307843208,38936,38952,38968,802,61408,7,222216,87790472,86801872,47691172,1534795384,38672,52135752,415455016,80792708,55378,60728,7,52.52607226371765,70.00021600723267,486147,44186,inf,45672,609249,inf,inf,inf,inf,1.3444744296586815,inf,inf,inf,inf,2.43920696918194,inf,inf,2.3695726634116157,inf,inf,3.277253056894416,inf,inf,inf,6.4162441190155635,inf,inf,inf,inf
100,"[5, 9, 2, 11, 7, 4, 9, 8, 2, 1]",100.00038003921509,inf,1,248313,100.00123763084412,10850,0.013263225555419922,100.62847900390625,24887,0.005861997604370117,24811,249049,inf,239541,100.00042223930359,49,inf,106.49650359153748,inf,inf,106.98602557182312,25450,23078,inf,1294,3,inf,33,230267,inf,24957,213094,5853,100.25282669067383,0.008835077285766602,inf,inf,22.79642081260681,101.86720752716064,inf,1,794,3695,0.01246333122253418,101.93025231361389,8,inf,6971,56357,41,56049,inf,403,3,5906,33,2,1,6885,54582,100.39691138267517,22,inf,5759,inf,0.01043248176574707,0.009998083114624023,796,101.82278203964233,inf,inf,24,1176,inf,100.56980037689209,10044,11256,1060,inf,10560,1102,100.57898616790771,100.67436003684998,inf,404,0.5634028911590576,32678320,491295580,54168,61933096,1932875508,54168,77664,46768,506920296,46592,46328,62296,4510,69416,8,222216,101356596,95128080,98541268,2141139808,46112,61265168,503995224,90764456,78422,60728,inf,100.00018072128296,100.00019669532776,920659,83688,inf,53200,862721,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.7334476639907277,inf,inf,2.6673020557208207,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
40,"[4, 6, 8, 1]",2.2022485733032227,inf,1,4489,40.00102496147156,176,0.006365299224853516,0.11327171325683594,448,0.005982637405395508,10640,5951,inf,102738,2.3366897106170654,37,4,1.6826040744781494,inf,4,42.99886989593506,448,9895,4,20,3,inf,33,98769,4,594,3753,4026,0.08146142959594727,0.005012035369873047,inf,4,0.03311467170715332,41.147507667541504,inf,1,15,51,0.006371498107910156,0.04085969924926758,4,inf,131,41,31,38433,4,6,2,5,22,2,1,5054,37564,40.18376159667969,22,inf,3954,inf,0.0032508373260498047,0.0048370361328125,578,41.12174153327942,inf,inf,12,848,4,0.06913495063781738,34,8089,4,4,244,26,0.1700119972229004,40.44213271141052,inf,0,0.00913691520690918,448360,338698520,38848,1157640,34027288,38848,46288,23456,369204,46408,38928,23456,21,39712,4,222272,73006384,2199776,1593192,918940808,46448,44915128,346320652,315668,7203,38112,4,0.12511873245239258,8.389509201049805,834,73,4,45672,79293,8.72494576195673,7.77860345393374,inf,inf,2.2600245647158435,3.163589039604035,inf,16.88972331091135,inf,1.7626760324673754,8.111165352081898,inf,2.4106352797744175,inf,inf,3.4350668300440557,inf,inf,2.131494375211134,5.203036482740879,inf,3.7526699651540625,inf,inf
90,"[2, 3, 8, 0, 10, 7, 2, 4, 2]",90.00033664703369,inf,1,224597,90.00107717514038,7812,0.011127710342407227,90.4225652217865,22511,0.004987955093383789,22129,224374,inf,213643,90.00047206878662,33,inf,96.0811972618103,inf,inf,97.26794004440308,23391,15811,inf,932,2,inf,22,157788,inf,22486,195859,5587,90.29795813560486,0.007391929626464844,inf,inf,90.2737021446228,91.79085493087769,inf,1,757,5912,0.009889841079711914,91.84586834907532,inf,inf,6655,52718,23,53288,inf,660,4,5604,44,2,1,5142,52913,90.21897387504578,22,inf,5560,inf,0.006960868835449219,0.004605293273925781,586,91.76332426071167,inf,inf,30,1116,inf,90.60262894630432,10015,10613,1058,inf,10699,1120,90.59937238693237,90.6414315700531,inf,32055,44.28119778633118,52412008,476165036,54168,59111384,1777162828,54168,38560,46728,474942884,38856,38424,54392,352668,77952,9,222272,95662656,96391648,71094876,1910556480,38816,45677232,479421236,90513196,72667,53200,inf,90.00019860267639,90.00023698806763,830717,75512,inf,45672,799418,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.044517293087065,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
50,"[5, 10, 11, 0, 5]",1.1230440139770508,inf,0,2418,50.000986099243164,49,0.007610321044921875,0.0545196533203125,240,0.0034079551696777344,14373,353,3,138775,0.28984713554382324,23,3,0.14566946029663086,3,3,54.30149054527283,31,13741,3,5,1,inf,11,137141,3,33,266,4,0.02813434600830078,0.00706791877746582,3,3,0.020102977752685547,0.015398263931274414,3,0,5,31,0.005707263946533203,0.016056060791015625,3,3,40,31,23,31,3,4,1,4,11,3,1,171,294,0.1733853816986084,33,inf,32,3,0.009099960327148438,0.005754232406616211,20,0.14034605026245117,3,inf,28,3,3,0.06765270233154297,30,30,3,3,30,3,0.020504474639892578,0.017977476119995117,3,0,0.009247064590454102,272872,2667692,38816,351632,2407288,31156,31072,46632,279752,31120,31120,46616,24,31904,3,222216,271252,271252,441200,1239718268,31072,1515096,278828,274624,106,30552,3,0.016863346099853516,0.26630425453186035,59,3,3,30584,1200,6.912545724477987,6.299721100867608,1.8089030726400155,2.846080416586016,2.846080416586016,3.1411189445227494,2.780223482562149,10.574959500188069,inf,2.4433496180628693,13.501522233723982,inf,2.846080416586016,6.511525933232729,2.400693070226478,3.3700082992926395,inf,5.379540783599871,2.780223482562149,3.5523647517156416,inf,2.780223482562149,2.400693070226478,1.8089030726400155
90,"[1, 0, 11, 5, 4, 1, 8, 10, 7]",90.00047326087952,inf,1,223402,90.00122404098511,5551,0.004878997802734375,26.2635600566864,22391,0.0029969215393066406,21863,223410,inf,211074,90.00019431114197,11,inf,96.03292965888977,inf,inf,96.54279780387878,23350,20885,inf,662,1,inf,11,208394,7,22389,195519,5288,90.36735129356384,0.005194902420043945,inf,inf,21.405479192733765,91.687917470932,inf,1,754,3388,0.008026361465454102,91.83774089813232,7,inf,6620,53430,18,50481,inf,373,2,5681,22,2,1,6590,52834,90.33361291885376,22,inf,5558,inf,0.003877401351928711,0.004208803176879883,748,91.75064539909363,inf,inf,13,1122,inf,90.4292483329773,10095,10736,1062,inf,10787,1130,90.50009822845459,90.37760329246521,inf,641,0.8908181190490723,29995944,475509824,54168,58803464,1774091968,54168,15576,31320,481334672,15576,31224,31320,7095,61440,7,222272,96708444,97186336,50673316,1887698440,31168,58517144,454263572,91195828,72205,53200,inf,90.00022959709167,90.00022292137146,737340,67024,inf,53200,794343,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.4201747633340527,inf,inf,3.063738929388031,inf,inf,3.308050382791279,inf,inf,inf,inf,inf,inf,inf,inf
90,"[4, 10, 7, 2, 7, 2, 4, 9, 0]",90.00032329559326,inf,1,222330,90.00102734565735,4624,0.013958215713500977,17.14681077003479,22283,0.01400899887084961,22493,222703,inf,217159,90.00052666664124,45,inf,96.05774474143982,inf,inf,98.62074685096741,23206,20560,inf,551,4,inf,44,205142,7,22318,194310,5632,90.37314701080322,0.005415678024291992,inf,inf,0.2263333797454834,91.79311966896057,inf,1,775,205,0.0065348148345947266,91.85636019706726,7,inf,6710,53176,17,54111,inf,23,2,5565,22,2,1,6527,53398,90.27833867073059,22,inf,5595,inf,0.004529237747192383,0.004332065582275391,754,91.78882312774658,inf,inf,12,1128,inf,90.45381498336792,10133,10597,1072,inf,10781,1136,90.60815000534058,90.47147822380066,inf,10,0.02975916862487793,1811632,480377772,54168,59707512,1763186788,54168,61736,23456,478337520,61736,31232,23456,150,61376,7,222328,95630976,97186168,42299204,1941829400,31200,58063728,486452772,91585276,71927,60728,7,45.43972969055176,90.0001630783081,417982,37991,inf,45672,791276,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.8495234898016095,inf,inf,1.9631303846080514,inf,inf,3.2171192298353315,inf,inf,inf,6.275534507176908,inf,inf,inf,inf
90,"[5, 6, 6, 6, 10, 9, 11, 4, 3]",90.00029754638672,inf,1,218216,90.00110459327698,3707,0.009736776351928711,17.219322443008423,21870,0.005515575408935547,22129,222961,inf,213643,90.00028491020203,28,inf,96.03215599060059,inf,inf,97.3358724117279,23376,20820,inf,442,3,inf,33,207743,7,22345,195733,5562,90.38088369369507,0.0044879913330078125,inf,inf,10.505492210388184,91.75685119628906,inf,1,750,2567,0.003823518753051758,91.83553814888,7,inf,6521,52949,13,53298,inf,284,2,5600,22,3,1,6401,52928,90.27580714225769,33,inf,5572,inf,0.008454561233520508,0.00883030891418457,737,91.7555661201477,inf,inf,27,1128,inf,90.35885858535767,10116,10770,1076,inf,10600,1122,90.53352904319763,90.48086500167847,inf,615,0.8541479110717773,22733240,476384144,54168,57991832,1776026368,54168,38664,70096,476781848,38736,23432,46640,6830,61440,7,222328,97031868,95614752,33623428,1910556480,23432,56934216,479300144,91479312,72116,53200,inf,90.00020003318787,90.00015830993652,828673,75325,inf,45672,793377,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.4003197960573366,inf,inf,2.9359299713948284,inf,inf,3.1102111033627846,inf,inf,inf,inf,inf,inf,inf,inf
90,"[6, 6, 4, 5, 9, 9, 7, 9, 7]",90.00049495697021,inf,1,222560,90.0011658668518,2256,0.01142120361328125,5.082510948181152,22307,0.006520986557006836,22495,222492,inf,217179,90.000497341156,42,inf,96.04365730285645,inf,inf,98.82038593292236,23290,20838,inf,268,3,inf,33,207915,7,22297,195014,5575,90.21801257133484,0.006127357482910156,inf,inf,0.8217048645019531,91.77949786186218,inf,1,770,634,0.006700992584228516,91.84865951538086,7,inf,6748,53823,32,53100,inf,70,3,5751,33,3,1,6541,54463,90.22203826904297,33,inf,5699,inf,0.008922815322875977,0.0068285465240478516,758,91.77834725379944,inf,inf,26,1134,7,0.12297940254211426,93,10783,10,inf,10922,1146,90.51160860061646,90.64203667640686,inf,42,0.12173819541931152,5608456,489846328,54168,59969640,1769538068,54168,53968,38688,485084476,54280,38736,38776,504,53592,7,222272,97185792,98408884,20507736,1941998660,38544,58206520,477801628,848880,71465,53248,7,65.07390475273132,90.00021004676819,592377,53844,inf,53200,786206,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.264467643742956,inf,inf,2.3584992377441214,inf,inf,2.881229258083875,inf,inf,1.7142204063642805,6.60494254270238,inf,inf,inf,inf
100,"[8, 1, 11, 0, 3, 2, 2, 7, 0, 1]",100.00028967857361,inf,1,247891,100.00130724906921,10410,0.006478071212768555,100.36643052101135,24846,0.0051114559173583984,24758,248068,inf,239030,100.00053429603577,33,inf,106.44468402862549,inf,inf,106.9952073097229,25396,23190,inf,1242,2,inf,22,231403,inf,24860,212642,5875,100.23832488059998,0.007300138473510742,inf,inf,100.25659561157227,101.85550713539124,inf,1,753,5790,0.007973670959472656,102.63172340393066,inf,inf,6603,56228,37,56082,inf,627,3,5916,33,2,1,6814,56221,100.51028227806091,22,inf,5897,inf,0.006139278411865234,0.008927345275878906,786,101.85438823699951,inf,inf,13,924,inf,100.66777658462524,10647,8799,1134,inf,11210,1174,100.34833073616028,100.43423652648926,inf,9050,12.494809865951538,51173760,505745408,54168,58659704,1928797148,54168,46384,46960,505963396,46776,46560,31320,99606,86432,10,222216,79384488,100968436,94559908,2136578540,61744,60621416,504456844,96275452,80488,53200,inf,100.00015306472778,100.00018763542175,898607,81685,inf,45672,885442,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.065178326903982,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
70,"[11, 7, 6, 9, 11, 8, 0]",70.0003650188446,inf,1,168619,70.0010347366333,4367,0.007788658142089844,15.238633155822754,16899,0.010013103485107422,17475,170427,inf,168713,70.00026440620422,44,inf,74.35581398010254,inf,inf,76.0825138092041,18327,16234,inf,521,3,inf,33,161992,7,17077,153472,4848,70.3581485748291,0.0067522525787353516,inf,inf,1.3231580257415771,71.60188412666321,inf,1,668,916,0.00718379020690918,71.6289222240448,7,inf,5874,46020,37,46378,inf,97,3,4910,33,2,1,5856,45956,70.21555733680725,22,inf,4847,inf,0.007741451263427734,0.007599830627441406,669,71.56995606422424,inf,inf,25,1002,inf,70.57362580299377,8914,9543,942,inf,9452,992,70.34107828140259,70.45814108848572,inf,56,0.08971619606018066,8073760,413989332,54168,52167936,1394366872,46508,53976,31064,415018980,54096,46480,30968,660,61408,7,222328,86056992,85238884,39585912,1510510604,46232,52032776,417415632,80630748,56105,60728,7,56.00857377052307,70.00017356872559,498800,45337,inf,53200,617234,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.364861586144716,inf,inf,2.4986066085346206,inf,inf,3.1892035650462907,inf,inf,inf,6.440479424030976,inf,inf,inf,inf
100,"[8, 6, 1, 0, 9, 5, 2, 10, 10, 3]",100.00040793418884,inf,1,247048,100.00148415565491,8316,0.007955312728881836,100.47076797485352,24761,0.007105827331542969,24735,247848,inf,238808,100.00054693222046,23,inf,107.2669928073883,inf,inf,107.05997562408447,25516,16091,inf,992,2,inf,22,160563,inf,24837,213645,5865,100.35240364074707,0.004581928253173828,inf,inf,100.40211701393127,101.86271023750305,inf,1,612,5404,0.006093502044677734,101.91619396209717,inf,inf,5334,55966,28,55932,inf,613,2,5943,22,2,1,6834,56357,100.36309814453125,22,inf,5920,inf,0.005754232406616211,0.00467681884765625,786,102.69689536094666,inf,inf,13,1176,inf,100.52653098106384,10692,11194,1120,inf,10534,1106,100.4405255317688,100.67243218421936,inf,68118,95.09110808372498,47993008,507033200,54168,47428128,1937848528,54168,31024,31320,504053472,31128,31032,31320,749371,85928,10,222272,100855020,94942012,75653196,2134611264,30864,60780480,503153272,96527072,80008,53200,inf,100.00013542175293,100.00021386146545,914332,83113,inf,45672,880152,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.7837188809319064,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
60,"[1, 5, 3, 0, 2, 3]",60.00029182434082,inf,1,148695,60.00119924545288,1486,0.013562917709350586,2.073899269104004,14901,0.007332801818847656,14721,148722,inf,142134,60.00062394142151,36,inf,63.84028339385986,inf,inf,64.08312749862671,15686,13945,inf,177,4,inf,44,139180,6,14900,131357,4548,15.078450918197632,0.00793147087097168,inf,inf,0.06600093841552734,61.337666273117065,inf,1,338,81,0.008682727813720703,61.35973763465881,6,inf,3011,42500,43,43482,6,9,3,4477,33,2,1,5550,42715,60.32528734207153,22,inf,4490,inf,0.003487110137939453,0.00840616226196289,632,61.31449556350708,inf,inf,12,934,inf,60.50400972366333,8431,8954,892,inf,8984,942,60.52053236961365,60.30222272872925,inf,2,0.015471935272216797,717176,384801260,54168,26708616,1190504552,46508,61584,23456,382955400,69336,54224,23456,64,53512,6,222272,80729528,81028828,13556068,1269589256,53960,49304848,391483760,76304632,48710,53200,6,4.331329345703125,60.00013041496277,40101,3639,inf,53200,535870,inf,inf,inf,inf,inf,3.668216637197636,inf,inf,inf,1.751731737269385,inf,inf,1.8668075053802509,inf,inf,3.2365652530823907,inf,inf,inf,5.749770323108484,inf,inf,inf,inf
90,"[7, 11, 3, 6, 2, 0, 8, 11, 10]",90.00040483474731,inf,1,223341,90.00114488601685,8434,0.00864410400390625,90.32909989356995,22385,0.013658285140991211,22494,206505,inf,217169,90.0005395412445,49,inf,96.02675867080688,inf,inf,98.81260561943054,23311,20918,inf,1006,3,inf,33,208715,inf,20694,195187,5603,90.23117065429688,0.013993978500366211,inf,inf,90.32493305206299,91.76558351516724,inf,1,735,6801,0.008414030075073242,91.85125064849854,inf,inf,6463,52933,40,53294,inf,745,3,5628,33,4,1,6498,50827,90.3171706199646,44,inf,5377,inf,0.01064753532409668,0.014559507369995117,753,91.7138819694519,inf,inf,27,882,inf,90.45715761184692,9997,8359,1072,inf,10711,1142,90.61188411712646,90.39757633209229,inf,7566,10.363215923309326,60200576,457786472,54168,57403272,1771117192,54168,77792,46256,476879064,70024,46544,46464,83289,77392,9,222328,75488340,96667288,76717116,1941902624,46048,57824768,479599732,90481020,72961,60728,inf,90.00023007392883,90.0001335144043,829310,75384,inf,45672,802653,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.421747573748925,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
